"","요일","사고내용","법규위반","노면상태","기상상태","도로형태","가해운전자_차종","가해운전자_성별","가해운전자_연령","행정동","발생월","발생시간"
"3162","일요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",17,"우만동",8,22
"3163","월요일",0,"불법유턴","포장 - 건조","맑음","교차로 - 교차로안","원동기","남",18,"영화동",8,4
"3164","월요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",57,"매탄동",8,15
"3165","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",34,"율전동",8,17
"3167","월요일",0,"중앙선침범","포장 - 건조","맑음","단일로 - 기타","승용","남",54,"송죽동",8,19
"3168","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",48,"하동",8,19
"3169","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",35,"조원동",8,20
"3170","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",28,"매탄동",8,21
"3171","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",55,"고등동",8,8
"3172","화요일",1,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","건설기계","남",51,"세류동",8,13
"3173","화요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 횡단보도상","승용","남",64,"원천동",8,15
"3174","화요일",0,"차로위반","포장 - 건조","맑음","단일로 - 기타","승용","남",67,"영통동",8,17
"3175","화요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",61,"이의동",8,20
"3176","수요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",18,"인계동",8,0
"3177","수요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승합","여",48,"화서동",8,2
"3178","수요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",52,"금곡동",8,5
"3179","수요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",48,"지동",8,7
"3180","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",23,"인계동",8,10
"3181","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",45,"화서동",8,11
"3182","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",39,"인계동",8,11
"3183","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","자전거","남",54,"송죽동",8,12
"3184","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","자전거","여",67,"교동",8,12
"3185","수요일",0,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","승용","여",41,"조원동",8,14
"3186","수요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",35,"영통동",8,14
"3187","수요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",41,"원천동",8,15
"3188","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",45,"고색동",8,15
"3189","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","원동기","남",27,"화서동",8,21
"3190","수요일",1,"신호위반","포장 - 건조","맑음","단일로 - 기타","원동기","남",36,"연무동",8,23
"3191","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",49,"매산로1가",8,3
"3192","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",54,"인계동",8,8
"3194","목요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승합","남",54,"오목천동",8,9
"3195","목요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",59,"우만동",8,15
"3196","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",59,"송죽동",8,17
"3197","목요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",51,"인계동",8,22
"3198","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",28,"권선동",8,3
"3199","금요일",1,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승합","남",38,"매산로1가",8,8
"3200","금요일",1,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",28,"원천동",8,10
"3201","금요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",27,"금곡동",8,13
"3202","금요일",0,"안전거리미확보","포장 - 건조","흐림","단일로 - 기타","승합","남",42,"인계동",8,14
"3203","금요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",55,"곡반정동",8,15
"3204","금요일",0,"차로위반","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"권선동",8,17
"3205","금요일",0,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","승용","여",52,"탑동",8,17
"3206","금요일",0,"차로위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",28,"이목동",8,18
"3207","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",27,"인계동",8,20
"3208","금요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","이륜","남",21,"율전동",8,21
"3209","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",52,"조원동",8,22
"3210","토요일",0,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",53,"송죽동",8,2
"3211","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",53,"매산로1가",8,3
"3214","토요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","자전거","여",56,"상광교동",8,10
"3215","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",41,"권선동",8,10
"3216","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","원동기","남",43,"인계동",8,11
"3217","토요일",0,"신호위반","포장 - 건조","맑음","단일로 - 횡단보도상","승용","남",62,"우만동",8,12
"3218","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",45,"입북동",8,15
"3219","일요일",0,"불법유턴","포장 - 건조","맑음","단일로 - 기타","승용","남",31,"조원동",8,16
"3220","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","특수","남",23,"송죽동",8,17
"3221","일요일",1,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",45,"권선동",8,17
"3222","일요일",1,"교차로운행방법위반","포장 - 건조","맑음","단일로 - 기타","승용","남",57,"파장동",8,19
"3223","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",49,"매탄동",8,19
"3224","일요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",56,"송죽동",8,21
"3225","일요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",32,"영통동",8,21
"3226","일요일",1,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",54,"천천동",8,22
"3227","월요일",1,"신호위반","포장 - 건조","맑음","단일로 - 기타","원동기","남",33,"화서동",8,4
"3228","월요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",29,"우만동",8,5
"3229","월요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",25,"매산로1가",8,5
"3230","월요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","화물","남",63,"이목동",8,8
"3231","월요일",0,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로안","승합","남",39,"영화동",8,10
"3232","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",19,"하동",8,12
"3233","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",41,"장안동",8,13
"3234","월요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승합","남",49,"권선동",8,13
"3235","월요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승합","남",51,"교동",8,17
"3236","월요일",0,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","승용","남",20,"파장동",8,20
"3237","월요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",38,"영통동",8,23
"3238","화요일",1,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","승용","남",62,"영화동",8,5
"3239","화요일",1,"중앙선침범","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",57,"정자동",8,8
"3240","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",28,"팔달로2가",8,8
"3241","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",32,"교동",8,10
"3242","화요일",1,"기타","포장 - 건조","맑음","단일로 - 기타","승용","남",47,"매탄동",8,11
"3243","화요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",48,"우만동",8,15
"3244","화요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",25,"인계동",8,16
"3245","화요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",21,"권선동",8,16
"3246","화요일",1,"신호위반","포장 - 건조","맑음","단일로 - 기타","이륜","남",56,"영화동",8,17
"3247","화요일",0,"교차로운행방법위반","포장 - 습기","비","교차로 - 교차로안","승용","여",36,"원천동",8,17
"3248","화요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",43,"원천동",8,17
"3249","화요일",1,"신호위반","포장 - 건조","맑음","단일로 - 기타","승용","남",36,"파장동",8,18
"3250","화요일",0,"안전운전불이행","포장 - 습기","비","단일로 - 기타","화물","남",61,"매탄동",8,18
"3251","화요일",0,"교차로운행방법위반","포장 - 습기","비","교차로 - 교차로부근","이륜","남",43,"권선동",8,19
"3252","화요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","승용","남",54,"구운동",8,19
"3253","화요일",0,"안전운전불이행","포장 - 습기","비","교차로 - 교차로부근","승용","남",63,"망포동",8,20
"3254","화요일",0,"안전운전불이행","포장 - 건조","기타","교차로 - 교차로부근","승용","남",47,"매탄동",8,21
"3255","수요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",32,"율전동",8,0
"3256","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 횡단보도상","승합","남",52,"지동",8,7
"3257","수요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",47,"파장동",8,8
"3258","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",74,"상광교동",8,9
"3259","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",25,"평동",8,9
"3260","수요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 터널","승합","남",64,"이의동",8,13
"3261","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",55,"고색동",8,15
"3262","수요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",42,"권선동",8,18
"3263","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승합","남",66,"송죽동",8,19
"3264","수요일",0,"기타","포장 - 건조","맑음","기타 - 기타","승용","여",45,"세류동",8,21
"3265","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",55,"지동",8,9
"3267","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",55,"정자동",8,15
"3268","목요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",31,"고색동",8,17
"3269","목요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",61,"연무동",8,18
"3270","목요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",29,"영통동",8,19
"3271","목요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","승합","남",43,"금곡동",8,22
"3272","금요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",63,"평동",8,2
"3273","금요일",0,"신호위반","포장 - 습기","비","교차로 - 교차로안","승용","남",53,"이목동",8,5
"3274","금요일",0,"신호위반","포장 - 습기","비","교차로 - 교차로안","승용","남",61,"세류동",8,5
"3275","금요일",0,"교차로운행방법위반","포장 - 습기","비","교차로 - 교차로부근","승용","여",32,"원천동",8,5
"3276","금요일",0,"기타","포장 - 건조","맑음","교차로 - 교차로안","승용","남",66,"송죽동",8,6
"3277","금요일",0,"안전거리미확보","포장 - 습기","비","단일로 - 기타","승용","남",18,"파장동",8,7
"3278","금요일",0,"차로위반","포장 - 건조","맑음","단일로 - 기타","승합","남",57,"우만동",8,11
"3279","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",45,"세류동",8,14
"3280","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",39,"이목동",8,15
"3281","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",54,"영화동",8,18
"3282","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",35,"권선동",8,18
"3283","금요일",1,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",41,"세류동",8,18
"3284","금요일",0,"신호위반","포장 - 건조","맑음","단일로 - 횡단보도상","승용","남",68,"송죽동",8,19
"3285","금요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",37,"세류동",8,19
"3286","금요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",34,"금곡동",8,19
"3287","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",61,"호매실동",8,19
"3288","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",40,"권선동",8,21
"3289","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",19,"매산로3가",8,21
"3290","금요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",73,"조원동",8,22
"3292","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","자전거","남",15,"하동",8,23
"3293","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",39,"원천동",8,23
"3294","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",47,"권선동",8,1
"3295","토요일",1,"기타","포장 - 건조","맑음","단일로 - 기타","승합","남",62,"세류동",8,8
"3296","토요일",1,"중앙선침범","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"세류동",8,10
"3297","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",19,"이목동",8,16
"3298","토요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승합","남",48,"금곡동",8,16
"3299","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",29,"상광교동",8,17
"3300","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",54,"권선동",8,17
"3301","토요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로부근","이륜","남",24,"구운동",8,17
"3302","토요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",30,"구운동",8,18
"3303","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",53,"영통동",8,20
"3304","토요일",1,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","승용","남",61,"탑동",8,20
"3305","토요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",25,"천천동",8,21
"3306","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",55,"영통동",8,21
"3307","토요일",1,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",25,"권선동",8,22
"3308","일요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",44,"팔달로1가",8,1
"3309","일요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",34,"영통동",8,4
"3310","일요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",30,"천천동",8,7
"3311","일요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승합","여",61,"정자동",8,13
"3312","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",38,"화서동",8,14
"3313","일요일",0,"신호위반","포장 - 습기","비","교차로 - 교차로안","승용","남",60,"매탄동",8,16
"3314","일요일",0,"안전운전불이행","포장 - 건조","흐림","단일로 - 기타","승용","남",47,"연무동",8,18
"3315","일요일",1,"신호위반","포장 - 습기","비","교차로 - 교차로부근","승용","남",30,"매탄동",8,18
"3316","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",33,"매교동",8,19
"3317","일요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",26,"평동",8,19
"3318","월요일",0,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","승용","남",60,"이의동",8,0
"3319","월요일",0,"보행자보호의무위반","포장 - 건조","맑음","단일로 - 기타","승용","남",40,"영화동",8,5
"3320","월요일",1,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",38,"영화동",8,6
"3321","월요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","자전거","남",23,"교동",8,6
"3322","월요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","승용","남",23,"매탄동",8,8
"3323","월요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",27,"권선동",8,10
"3324","월요일",0,"신호위반","포장 - 건조","맑음","단일로 - 기타","화물","남",41,"영화동",8,11
"3325","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",68,"권선동",8,11
"3326","월요일",0,"불법유턴","포장 - 건조","맑음","단일로 - 기타","승용","여",20,"오목천동",8,12
"3327","월요일",1,"보행자보호의무위반","포장 - 건조","맑음","단일로 - 기타","승용","여",44,"매교동",8,17
"3328","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",49,"영통동",8,19
"3329","월요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",40,"정자동",8,20
"3330","월요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","이륜","여",55,"원천동",8,20
"3331","월요일",0,"교차로운행방법위반","포장 - 건조","맑음","단일로 - 기타","화물","남",61,"조원동",8,21
"3332","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",30,"영화동",8,22
"3333","화요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",34,"권선동",8,1
"3334","화요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",54,"지동",8,5
"3335","화요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",32,"입북동",8,8
"3336","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",61,"고색동",8,8
"3337","화요일",1,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승합","남",39,"화서동",8,9
"3338","화요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",20,"매탄동",8,10
"3339","화요일",0,"안전운전불이행","포장 - 건조","흐림","단일로 - 기타","승용","남",24,"우만동",8,11
"3340","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",25,"화서동",8,13
"3341","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",56,"조원동",8,13
"3342","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",55,"영화동",8,14
"3343","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",62,"고등동",8,14
"3344","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",51,"율전동",8,15
"3345","화요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",64,"매산로1가",8,16
"3346","화요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",61,"구운동",8,16
"3347","화요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",54,"연무동",8,17
"3348","화요일",1,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",54,"우만동",8,17
"3349","화요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","특수","남",57,"고색동",8,17
"3350","화요일",0,"신호위반","포장 - 건조","맑음","단일로 - 기타","승용","여",51,"영통동",8,21
"3351","수요일",0,"안전운전불이행","포장 - 습기","비","교차로 - 교차로부근","승용","남",52,"서둔동",8,1
"3352","수요일",1,"신호위반","포장 - 습기","비","교차로 - 교차로안","승용","남",46,"권선동",8,3
"3353","수요일",1,"중앙선침범","포장 - 건조","맑음","교차로 - 교차로안","승용","남",27,"매산로3가",8,3
"3354","수요일",0,"안전운전불이행","포장 - 습기","비","단일로 - 기타","화물","남",69,"우만동",8,8
"3355","수요일",0,"차로위반","포장 - 습기","비","단일로 - 기타","승용","여",33,"원천동",8,8
"3357","수요일",0,"안전거리미확보","포장 - 습기","흐림","교차로 - 교차로부근","화물","남",54,"매탄동",8,9
"3358","수요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","화물","남",31,"매산로1가",8,10
"3359","수요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",55,"조원동",8,10
"3360","수요일",0,"안전운전불이행","포장 - 습기","비","교차로 - 교차로부근","화물","남",61,"탑동",8,13
"3361","수요일",0,"안전운전불이행","포장 - 습기","비","단일로 - 기타","승합","남",61,"파장동",8,14
"3362","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",56,"조원동",8,15
"3363","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",51,"매탄동",8,19
"3364","수요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승용","남",28,"인계동",8,20
"3365","수요일",0,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","승용","남",60,"파장동",8,21
"3366","수요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",45,"매탄동",8,21
"3367","수요일",1,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","화물","남",55,"파장동",8,22
"3368","수요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",26,"권선동",8,22
"3369","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승합","남",20,"인계동",8,22
"3370","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",42,"탑동",8,22
"3371","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 터널","승용","남",31,"하동",8,23
"3372","목요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","화물","남",48,"우만동",9,5
"3373","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",56,"세류동",9,7
"3374","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",15,"이의동",9,10
"3375","목요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",62,"이의동",9,10
"3376","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",39,"권선동",9,12
"3377","목요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",57,"신동",9,13
"3378","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",50,"고색동",9,14
"3380","목요일",1,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","원동기","남",44,"우만동",9,17
"3381","목요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",18,"매산로1가",9,17
"3382","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",28,"정자동",9,18
"3383","목요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","승용","여",38,"금곡동",9,18
"3384","목요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",25,"신풍동",9,22
"3385","목요일",1,"안전운전불이행","포장 - 습기","비","단일로 - 횡단보도상","원동기","남",25,"인계동",9,22
"3386","목요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"호매실동",9,22
"3387","금요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",64,"송죽동",9,7
"3388","금요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",57,"고색동",9,9
"3389","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",28,"평동",9,11
"3390","금요일",1,"보행자보호의무위반","포장 - 건조","맑음","단일로 - 횡단보도상","승합","남",26,"권선동",9,14
"3391","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",59,"인계동",9,16
"3392","금요일",0,"직진우회전진행방해","포장 - 건조","맑음","교차로 - 교차로안","승용","여",49,"고색동",9,17
"3393","금요일",1,"보행자보호의무위반","포장 - 건조","맑음","단일로 - 기타","승용","여",40,"정자동",9,18
"3394","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","화물","남",34,"율전동",9,18
"3395","금요일",1,"기타","포장 - 건조","맑음","단일로 - 기타","승합","남",55,"권선동",9,18
"3396","금요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",49,"인계동",9,18
"3397","금요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","화물","남",47,"오목천동",9,19
"3398","금요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승합","남",58,"중동",9,21
"3399","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",37,"인계동",9,21
"3400","금요일",1,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로부근","승합","남",56,"오목천동",9,23
"3401","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",50,"파장동",9,5
"3403","토요일",0,"불법유턴","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",59,"매산로1가",9,11
"3404","토요일",0,"차로위반","포장 - 건조","맑음","단일로 - 기타","화물","남",54,"호매실동",9,11
"3406","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",22,"구운동",9,15
"3407","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",38,"권선동",9,16
"3408","토요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",50,"연무동",9,18
"3409","토요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",71,"세류동",9,18
"3410","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","원동기","남",22,"곡반정동",9,20
"3411","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",48,"정자동",9,22
"3412","일요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로안","승용","남",73,"교동",9,4
"3413","일요일",0,"신호위반","포장 - 건조","맑음","단일로 - 횡단보도상","승용","남",61,"정자동",9,6
"3414","일요일",0,"중앙선침범","포장 - 건조","맑음","단일로 - 기타","승용","남",26,"금곡동",9,9
"3415","일요일",0,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","승용","남",53,"송죽동",9,12
"3416","일요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","이륜","남",33,"인계동",9,15
